flow_x flow_y flow_z parcel_size dom_x dom_y dom_z quads use_dom rk_order ftts
   128     32     32         100    64    16    16    86    true        4    3
   128     32     32         100    64    16    16    50    true        4    3
   128     32     32         100    64    16     8    86    true        4    3
   128     32     32         100    64    16     8    50    true        4    3
   128     32     32         100    64     8    16    86    true        4    3
   128     32     32         100    64     8    16    50    true        4    3
   128     32     32         100    64     8     8    86    true        4    3
   128     32     32         100    64     8     8    50    true        4    3
   128     32     32         100    32    16    16    86    true        4    3
   128     32     32         100    32    16    16    50    true        4    3
   128     32     32         100    32    16     8    86    true        4    3
   128     32     32         100    32    16     8    50    true        4    3
   128     32     32         100    32     8    16    86    true        4    3
   128     32     32         100    32     8    16    50    true        4    3
   128     32     32         100    32     8     8    86    true        4    3
   128     32     32         100    32     8     8    50    true        4    3
   128     32     32         100    -1    -1    -1    -1   false        4    3
   128     32     32        10    64    16    16    86    true        4    3
   128     32     32        10    64    16    16    50    true        4    3
   128     32     32        10    64    16     8    86    true        4    3
   128     32     32        10    64    16     8    50    true        4    3
   128     32     32        10    64     8    16    86    true        4    3
   128     32     32        10    64     8    16    50    true        4    3
   128     32     32        10    64     8     8    86    true        4    3
   128     32     32        10    64     8     8    50    true        4    3
   128     32     32        10    32    16    16    86    true        4    3
   128     32     32        10    32    16    16    50    true        4    3
   128     32     32        10    32    16     8    86    true        4    3
   128     32     32        10    32    16     8    50    true        4    3
   128     32     32        10    32     8    16    86    true        4    3
   128     32     32        10    32     8    16    50    true        4    3
   128     32     32        10    32     8     8    86    true        4    3
   128     32     32        10    32     8     8    50    true        4    3
   128     32     32        10    -1    -1    -1    -1   false        4    3
   128     32     16         100    64    16    16    86    true        4    3
   128     32     16         100    64    16    16    50    true        4    3
   128     32     16         100    64    16     8    86    true        4    3
   128     32     16         100    64    16     8    50    true        4    3
   128     32     16         100    64     8    16    86    true        4    3
   128     32     16         100    64     8    16    50    true        4    3
   128     32     16         100    64     8     8    86    true        4    3
   128     32     16         100    64     8     8    50    true        4    3
   128     32     16         100    32    16    16    86    true        4    3
