85515.321272 135364.316161 114623.293436 123253.156980 119662.468817 121156.471755 120534.851420 120793.493375 120685.878393 120730.654517 120712.024200 120719.775847 120716.550565 120717.892531 120717.334170 120717.566491 120717.469827 120717.510047 120717.493312 120717.500275 120717.497378 120717.498584 120717.498082 120717.498291 120717.498204 120717.498240 120717.498225 120717.498231 120717.498229 120717.498230 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 120717.498229 
135364.316161 243429.255379 215462.727273 220026.973978 221070.385830 219411.943482 220611.387505 219900.374968 220284.399083 220087.922411 220184.938981 220138.220308 220160.301924 220150.014559 220154.752460 220152.590746 220153.569399 220153.129245 220153.326097 220153.238485 220153.277312 220153.260170 220153.267713 220153.264403 220153.265852 220153.265220 220153.265495 220153.265375 220153.265427 220153.265405 220153.265414 220153.265410 220153.265412 220153.265411 220153.265412 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 220153.265411 
114623.293436 215462.727273 203280.240693 201755.948369 202722.121796 203185.291408 202215.153283 203115.963252 202462.032738 202880.324524 202632.938740 202771.592688 202696.872771 202735.948659 202715.992055 202725.990217 202721.060181 202723.458857 202722.305039 202722.854610 202722.595086 202722.716718 202722.660093 202722.686297 202722.674236 202722.679760 202722.677241 202722.678385 202722.677868 202722.678101 202722.677996 202722.678043 202722.678022 202722.678031 202722.678027 202722.678029 202722.678028 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 202722.678029 
123253.156980 220026.973978 201755.948369 207947.545422 204713.515181 206028.574945 205962.802088 205452.528602 206088.124429 205539.866424 205941.124106 205674.956578 205840.064517 205742.566881 205797.995622 205767.423355 205783.873199 205775.203276 205779.693317 205777.402787 205778.556049 205777.982035 205778.264845 205778.126767 205778.193634 205778.161490 205778.176840 205778.169554 205778.172993 205778.171378 205778.172133 205778.171781 205778.171944 205778.171869 205778.171904 205778.171888 205778.171895 205778.171892 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 205778.171893 
119662.468817 221070.385830 202722.121796 204713.515181 206269.782041 204532.270212 205503.302974 205300.551909 205034.807825 205480.177567 205035.892468 205398.844958 205134.456004 205312.741399 205199.133732 205268.427181 205227.619935 205250.967288 205237.929576 205245.060941 205241.229442 205243.256045 205242.198805 205242.743618 205242.465936 205242.606071 205242.535982 205242.570753 205242.553632 205242.562004 205242.557936 205242.559901 205242.558957 205242.559408 205242.559193 205242.559295 205242.559247 205242.559270 205242.559259 205242.559264 205242.559262 205242.559263 205242.559262 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 205242.559263 
121156.471755 219411.943482 203185.291408 206028.574945 204532.270212 206139.000079 204774.817972 205589.766772 205327.224358 205206.550048 205516.370178 205161.873498 205480.297694 205229.251631 205410.900152 205287.420376 205367.407057 205317.562808 205347.645306 205329.973145 205340.117295 205334.410223 205337.564855 205335.848148 205336.769411 205336.281180 205336.537006 205336.404331 205336.472494 205336.437775 205336.455319 205336.446519 205336.450903 205336.448732 205336.449801 205336.449278 205336.449533 205336.449409 205336.449469 205336.449440 205336.449454 205336.449447 205336.449450 205336.449449 205336.449450 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 205336.449449 
120534.851420 220611.387505 202215.153283 205962.802088 205503.302974 204774.817972 205915.211750 204872.666205 205552.469167 205275.761899 205241.729709 205455.389694 205174.500863 205449.272961 205217.229764 205395.643673 205267.403544 205354.925803 205297.627009 205333.869927 205311.603133 205324.945071 205317.123318 205321.621544 205319.078476 205320.494361 205319.716853 205320.138498 205319.912432 205320.032379 205319.969345 205320.002178 205319.985216 205319.993913 205319.989485 205319.991724 205319.990599 205319.991161 205319.990882 205319.991020 205319.990952 205319.990985 205319.990969 205319.990977 205319.990973 205319.990975 205319.990974 205319.990974 205319.990974 205319.990974 205319.990974 205319.990974 205319.990974 205319.990974 205319.990974 205319.990974 205319.990974 205319.990974 205319.990974 205319.990974 205319.990974 205319.990974 205319.990974 205319.990974 
120793.493375 219900.374968 203115.963252 205452.528602 205300.551909 205589.766772 204872.666205 205796.224988 204954.115967 205533.731888 205260.282839 205279.447533 205424.206892 205202.503443 205437.416379 205226.493065 205397.557233 205268.440775 205360.694135 205297.612416 205339.207199 205312.611900 205329.171435 205319.096934 205325.101824 205321.587367 205323.610805 205322.462960 205323.105385 205322.750235 205322.944364 205322.839350 205322.895613 205322.865738 205322.881470 205322.873249 205322.877514 205322.875317 205322.876442 205322.875869 205322.876159 205322.876013 205322.876086 205322.876050 205322.876068 205322.876059 205322.876063 205322.876061 205322.876062 205322.876062 205322.876062 205322.876062 205322.876062 205322.876062 205322.876062 205322.876062 205322.876062 205322.876062 205322.876062 205322.876062 205322.876062 205322.876062 205322.876062 205322.876062 
120685.878393 220284.399083 202462.032738 206088.124429 205034.807825 205327.224358 205552.469167 204954.115967 205708.474794 205012.093970 205512.904079 205250.657195 205302.757773 205397.622900 205223.197801 205422.961605 205233.265983 205394.628792 205267.433257 205362.087604 205294.809460 205340.849559 205310.339376 205330.005181 205317.633231 205325.251096 205320.649684 205323.381444 205321.784862 205322.704761 205322.181629 205322.475570 205322.312232 205322.402067 205322.353128 205322.379552 205322.365403 205322.372920 205322.368956 205322.371032 205322.369952 205322.370510 205322.370223 205322.370370 205322.370295 205322.370333 205322.370314 205322.370324 205322.370319 205322.370321 205322.370320 205322.370321 205322.370320 205322.370321 205322.370320 205322.370320 205322.370320 205322.370320 205322.370320 205322.370320 205322.370320 205322.370320 205322.370320 205322.370320 
120730.654517 220087.922411 202880.324524 205539.866424 205480.177567 205206.550048 205275.761899 205533.731888 205012.093970 205645.499652 205056.693825 205494.856250 205246.852001 205319.314544 205377.661546 205240.991025 205410.314023 205240.883616 205391.386949 205268.033215 205363.238109 205293.176948 205342.750018 205308.820302 205331.386187 205316.750840 205326.033442 205320.262213 205323.786305 205321.669283 205322.922192 205322.190777 205322.612400 205322.372179 205322.507570 205322.432028 205322.473781 205322.450907 205322.463335 205322.456635 205322.460221 205322.458315 205322.459321 205322.458793 205322.459069 205322.458926 205322.458999 205322.458962 205322.458981 205322.458971 205322.458976 205322.458974 205322.458975 205322.458974 205322.458974 205322.458974 205322.458974 205322.458974 205322.458974 205322.458974 205322.458974 205322.458974 205322.458974 205322.458974 
